nct_id,phase,completion_date,limitations_and_caveats,why_stopped,result_group_id,#AE_probability,#AE_Subjects,#Total_Subjects,time_frame,AEdescription,Treatment,Treatment_description
NCT00594230,Phase 2,3/1/11,"Results of a planned interim analysis demonstrated that the regimen did not demonstrate sufficient evidence of efficacy necessary to justify further enrollment. Per protocol, the results of this analysis led to early termination of the study.","Per protocol, the results of a planned interim analysis demonstrated insufficient efficacy and   led to early termination of the study.",410381,0.375,6,16,NA,NA,Panobinostat 30 mg,"Panobinostat(30 mg PO) will be administered three times a week on Monday, Wednesday and Friday. Treatment will be given over 21 days followed by a 7 day rest period and repeated every 28 days. Patients will be assessed for toxicity on an ongoing basis and disease assessment will be determined every 2 treatment cycles (8 weeks). Patients will be allowed to continue on treatment for a maximum of eight four week treatment cycles. Treatment will be discontinued if there is evidence of disease progression, unacceptable toxicity and/or at the discretion of the investigator."
NCT00595920,Phase 2,12/1/08,NA,Financial Constraints,409758,0.026315789,1,38,NA,NA,Open Label Extension,"30-45 million autologous myelin reactive T cellsTovaxin: 2 mL subcutaneous injections administered by a healthcare provider at weeks 0, 4, 8, 12, and 24 every year as required."
NCT00599131,Phase 2,10/1/10,The study was discontinued prematurely due to an early stopping rule.,The study was discontinued prematurely due to early stopping rules.,408950,0.5,2,4,NA,NA,Chemotherapy/Radiation/Surgery,"Patients will undergo induction chemotherapy with (TPF): Docetaxel (Taxotere) 75 mg/m2 and cisplatin 100 mg/m2 on day 1, and 5-FU 750 mg/m2 days 1-4.On day 20 patients will receive a single dose of cetuximab (C-225) 400 mg/m2.Depending upon disease response, patients will undergo salvage laryngectomy followed by radiation therapy and chemotherapy."
NCT00617890,Phase 2,8/1/13,The study was stopped prematurely for administrative reasons; not all planned endpoints were analyzed.,"The study was prematurely terminated for strategic reasons, not for a safety concern.",401126,0.242424242,8,33,Adverse events are reported from enrollment up to 5 weeks after the end of treatment (up to 2 years),All treated participants; adverse events in the Group 1: 0.3 mg/kg arm that occurred after switching to the 10 mg/kg dose are displayed under the originally assigned treatment.,Group 1: 10mg/kg,"Participants received robatumumab 10 mg/kg IV as a single dose on Day 1, followed by surgery on Day 10 to 14, and four weeks later, resumption of robatumumab 10 mg/kg on the same calendar day (å± 3 days) once every 2 weeks until disease recurrence or up to 1 year of dosing. This group comprised participants with resectable osteosarcoma that relapsed within 6 months of prior definitive treatment (eg surgical metastasectomy) and having at least one prior chemotherapy regimen containing a platinum agent and doxorubicin."
NCT00617890,Phase 2,8/1/13,The study was stopped prematurely for administrative reasons; not all planned endpoints were analyzed.,"The study was prematurely terminated for strategic reasons, not for a safety concern.",401124,0.495652174,57,115,Adverse events are reported from enrollment up to 5 weeks after the end of treatment (up to 2 years),All treated participants; adverse events in the Group 1: 0.3 mg/kg arm that occurred after switching to the 10 mg/kg dose are displayed under the originally assigned treatment.,Group 3: 10mg/kg,"Participants received robatumumab 10 mg/kg IV biweekly until disease recurrence or up to 1 year of dosing. This group comprised participants with Ewing's sarcoma refractory to prior treatment with at least 3 of the following agents: ifosfamide, etoposide, cyclophosphamide, doxorubicin, or vincristine."
NCT00617890,Phase 2,8/1/13,The study was stopped prematurely for administrative reasons; not all planned endpoints were analyzed.,"The study was prematurely terminated for strategic reasons, not for a safety concern.",401127,0.5,17,34,Adverse events are reported from enrollment up to 5 weeks after the end of treatment (up to 2 years),All treated participants; adverse events in the Group 1: 0.3 mg/kg arm that occurred after switching to the 10 mg/kg dose are displayed under the originally assigned treatment.,Group 1: 0.3mg/kg,"Participants received robatumumab 0.3 mg/kg intravenously (IV) as a single dose on Day 1, followed by surgery on Day 10 to 14, and four weeks later, resumption of robatumumab 0.3 mg/kg on the same calendar day (å± 3 days) once every 2 weeks until disease recurrence or up to 1 year of dosing. This group comprised participants with resectable osteosarcoma that relapsed within 6 months of prior definitive treatment (eg surgical metastasectomy) and having at least one prior chemotherapy regimen containing a platinum agent and doxorubicin."
NCT00617890,Phase 2,8/1/13,The study was stopped prematurely for administrative reasons; not all planned endpoints were analyzed.,"The study was prematurely terminated for strategic reasons, not for a safety concern.",401125,0.352941176,12,34,Adverse events are reported from enrollment up to 5 weeks after the end of treatment (up to 2 years),All treated participants; adverse events in the Group 1: 0.3 mg/kg arm that occurred after switching to the 10 mg/kg dose are displayed under the originally assigned treatment.,Group 2: 10mg/kg,Participants received robatumumab 10 mg/kg IV biweekly until disease recurrence or up to 1 year of dosing. This group comprised participants with relapsed and unresectable osteosarcoma refractory to prior chemotherapy with a platinum- and doxorubicin-containing regimen.
NCT00620659,Phase 2,2/1/09,NA,NA,399926,0.017094017,2,117,Patients reported adverse experiences starting from the Screening Visit up until 14 days after the last dose of study drug.,"Patients reported AEs at each visit, and the occurrence of serious adverse experiences was assessed during a telephone contact fourteen days after the last dose of study drug.",Placebo,Matching placebo tablets were provided for the MK0249 1 and 5 mg tablets and for the modafinil 100 mg tablet.
NCT00623727,Phase 2,10/1/10,The recruitment and double-blind study phase were prematurely terminated after a scheduled interim analysis confirmed overt failure regarding the primary endpoint as judged by the independent Data and Safety Monitoring Board.,NA,398702,0.104477612,7,67,NA,NA,rFVIII-FS/Pegylated Liposomes (BAY79-4980) - Double Blind,"Reporting Group 1 (RG1): Double Blind Study, 35 IU/kg body weight of BAY79-4980 1x/week plus 2 dummy injections/week (dummy = rFVIII-FS excipient reconstituted in WFI)"
NCT00623727,Phase 2,10/1/10,The recruitment and double-blind study phase were prematurely terminated after a scheduled interim analysis confirmed overt failure regarding the primary endpoint as judged by the independent Data and Safety Monitoring Board.,NA,398701,0.013888889,1,72,NA,NA,rFVIII-FS/WFI (BAY14-2222) - Double Blind,"Reporting group 2 (RG2): Double Blind Study, 25 IU/kg body weight of rFVIII-FS 3x/week (employing 1 percent POPC-alone liposome (rFVIII-FS-POPC) as blinding agent used for first weekly injection and rFVIII-FS in WFI for 2nd and 3rd injection)"
NCT00623727,Phase 2,10/1/10,The recruitment and double-blind study phase were prematurely terminated after a scheduled interim analysis confirmed overt failure regarding the primary endpoint as judged by the independent Data and Safety Monitoring Board.,NA,398699,0.05,1,20,NA,NA,rFVIII-FS/Pegylated Liposomes (BAY79-4980) - Extension,"Reporting group 4 (RG4): Open Label Extension, 35 IU/kg body weight of BAY79-4980 1x/week plus 2 dummy injections/week (dummy = rFVIII-FS excipient reconstituted in WFI)"
NCT00624468,Phase 2,1/1/11,The Sponsor voluntarily terminated this trial after observing increased Multiple Sclerosis (MS) disease activity in trial 28063 (ATAMS).,EMD Serono voluntarily decided to terminate this trial after observing increased MS disease   activity in trial 28063 ATAMS [Please refer to ATAMS],398374,0.142857143,2,14,Baseline up to Week 48,"ITT population of the double-blind period included all randomized subjects according to their randomized treatment. SFU period population included all randomized participants of double-blind period who participated in the 60-week SFU (N=13,14 for Placebo and Atacicept arms respectively).",Atacicept: SFU Period,Participants who received atacicept in double-blind period were included in SFU period (60 weeks) following premature termination of the trial.
NCT00624468,Phase 2,1/1/11,The Sponsor voluntarily terminated this trial after observing increased Multiple Sclerosis (MS) disease activity in trial 28063 (ATAMS).,EMD Serono voluntarily decided to terminate this trial after observing increased MS disease   activity in trial 28063 ATAMS [Please refer to ATAMS],398375,0.076923077,1,13,Baseline up to Week 48,"ITT population of the double-blind period included all randomized subjects according to their randomized treatment. SFU period population included all randomized participants of double-blind period who participated in the 60-week SFU (N=13,14 for Placebo and Atacicept arms respectively).",Placebo: SFU Period,Participants who received placebo matched to atacicept in double-blind period were included in SFU period (60 weeks) following premature termination of the trial.
NCT00625729,Phase 1/Phase 2,4/1/10,Study was terminated early due to lack of NK expansion and failure to meet primary outcome.,No patients exhibited natural killer cell expansion (primary endpoint).,397978,0.833333333,5,6,Serious adverse events were collected after start of chemotherapy treatment (Day -1) through date of death (all within 6 months).,"Stopping Rules for excess toxicity:Any non-hematologic grade 4 toxicity except for fevers aloneGrade III/IV GvHD or GvHD requiring more than 7 days of therapyHematologic toxicity: prolonged neutropenia defined as an absolute neutrophil count of less than 500 on day +35. Prolonged anemia or thrombocytopenia will not constitute toxicity.",Patients Treated With Natural Killer Cells,"Patients with relapsed non-Hodgkin lymphoma or chronic lymphocytic leukemia treated with 1 dose donor natural killer cells infusion, 4 doses rituximab, 6 doses aldesleukin and 5 doses fludarabine and 1 dose cyclosphosphamide."
NCT00630344,Phase 2,1/1/16,NA,Low overall response rate,396742,0.527777778,19,36,NA,NA,RAD-001 in Combination With Bicalutamide,"RAD001 will be administered orally as once daily dose of 10 mg (5 mg tablets) continuously from study day 1 until progression of disease or unacceptable toxicity. Bicalutamide will be administered orally as once daily dose of 50 mg (50 mg tablets) continuously from study day 1 until progression of disease or unacceptable toxicity.RAD001: Taken orally once dailyBicalutamide: Taken orally once daily"
NCT00632203,Phase 2,1/1/11,The interpretation of the study results should be taken with caution because of the small sample size due to early termination.,NA,396032,0.307692308,8,26,NA,NA,Temozolomide Treatment,"Participants received temozolomide at a dose of 75 mg/m^2 orally (PO) daily for 21 consecutive days, followed by a 7-day rest period per 28-day cycle, until progression or up to a maximum of 6 cycles, whichever occurred first."
NCT00632203,Phase 2,1/1/11,The interpretation of the study results should be taken with caution because of the small sample size due to early termination.,NA,396031,0.148148148,4,27,NA,NA,Observation,Observation
NCT00632541,Phase 2,3/1/09,"The study was terminated early due to a poor safety profile as well as the lack of significant efficacy of this combination over bevacizumab alone in the short followup period where it was evaluated. Therefore, secondary objectives were not analyzed.",Significant Toxicities Experienced,395907,0.222222222,4,18,NA,NA,Single Arm A,"Sorafenib 200mg po daily, Bevacizumab 5mg/kg every other week, 1 Cycle = 4 weeks. Imaging every third cycle"
